Year,Value
2000,0.0
2001,19.2
2002,0.0
2003,0.0
2004,29.4
2005,110.4
2006,0.0
2007,0.0
2008,19.1
2009,0.0
2010,0.0
2011,0.0
2012,45.9
2013,0.0
2014,0.0
2015,0.0
2016,0.0
